name,type,price,area,price_per_sqm,maturity
OPEN SEA - FOR SALE OR RENTAL 1024 sqm,Mainland,20000,1024,19.53,Moderate
"Seafront, Water parcel 3072sqm - Helgi [M]",Mainland,20000,3072,6.51,Moderate
PROTECTED Roadside + Rez Zone Sale 175 prims,Mainland,20000,512,39.06,Moderate
For Sale - Contact DJ Puppy If Interested,Mainland,20000,4096,4.88,Moderate
"Bruja MMW #226.216~No Sail~4560m, 1565 p, L$940/w…",Mainland,20000,4560,4.39,Moderate
"Namcha MMI #160.96 ~ 4096m, 1406 prims, L$844/wee…",Mainland,20000,4096,4.88,Moderate
Grassland - 512 sqm. - flat,Mainland,20000,512,39.06,Moderate
PROTECTED SUNSET VIEW LAND,Mainland,20000,1024,19.53,Moderate
CHEAP!! Tropical Beach. Sand. Waterfront. Private,Mainland,20000,2048,9.77,Moderate
Clessy Manor Hill - MAGIC,Mainland,20000,4096,4.88,Moderate
2048 m2 Rare Complete Water.terraforming,Mainland,20000,2048,9.77,Moderate
UNBLOCKABLE CLIFFSIDE SUNRISE,Mainland,20000,2048,9.77,Moderate
UNBLOCKABLE CLIFFSIDE SUNRISE 2048,Mainland,20000,2048,9.77,Moderate
Lyricc's Gachas,Mainland,20000,1024,19.53,Moderate
Water Unblockable view on Linden usable water,Mainland,20000,512,39.06,Moderate
Sale - Cheap Water,Mainland,20000,512,39.06,Moderate
=M= 1x Protected Sailable Seafront - Rent L$240 W…,Mainland,20111,1024,19.64,Moderate
WATER LAND FOR SALE,Mainland,20480,4096,5.0,Moderate
Ocean de la Serenite,Mainland,20480,2048,10.0,Moderate
Sweet Railside (M)  3616 /RR 1A-1X,Mainland,20791,3616,5.75,Moderate
LAND FOR SALE:  5200Qm @ 20800$L (4$L-SqM),Mainland,20800,5200,4.0,Moderate
for sale,Mainland,20900,6144,3.4,Moderate
Bonus Coastal Roadside (M)~LIFE Properties  4416 …,Mainland,20975,4416,4.75,Moderate
~~ 1x Protected Navigable Riverfront - Available …,Mainland,20991,3072,6.83,Moderate
"2240 Winter Mountain Sim, Sunset View Forever Hom…",Mainland,21000,2240,9.38,Moderate
"2080 Winter Mountain Sim, Sunset View Forever Hom…",Mainland,21000,2080,10.1,Moderate
PROTECTED 2X  ROAD/ WATER BOAT SLIP SUNSET VIEW L…,Mainland,21108,880,23.99,Moderate
Cliffside Waterfront,Mainland,21400,4160,5.14,Moderate
"FOR SALE - 4736M Land - 21,500L - ACCESS TO LINDE…",Mainland,21500,4736,4.54,Moderate
Water,Mainland,21500,2240,9.6,Moderate
FOR SALE...2048 Sqm 703 Li..Access to Corsica Sea,Mainland,21999,2048,10.74,Moderate
~{ 3x Protected Roadside - 150L P/W - 512m - 175 …,Mainland,22000,512,42.97,Moderate
Protected Waterfront / Waterland Kyeryong,Mainland,22000,2048,10.74,Moderate
__________________  Jess Lands  __________________,Mainland,22000,2048,10.74,Moderate
Beach Front,Mainland,22000,1024,21.48,Moderate
James' Place,Mainland,22000,2048,10.74,Moderate
bEaCh sPot lOvE!!,Mainland,22000,768,28.65,Moderate
Protected waterway Onyx Wharf For SALE,Mainland,22000,2048,10.74,Moderate
Protected Roadside - 780 Prims,Mainland,22000,2272,9.68,Moderate
Protected Oceanfront Sunrise Views for Sale,Mainland,22000,2048,10.74,Moderate
=M= 1x Protected Navigable Waterway - Rent L$1200…,Mainland,22111,5120,4.32,Moderate
Bonus Inlet Protected Beach (M)~LIFE Properties  …,Mainland,22348,1536,14.55,Moderate
Protected Ocean Sim Edge for Sale,Mainland,22500,2048,10.99,Moderate
"Puffball (224,228) Moderate 2048m",Mainland,22500,2048,10.99,Moderate
Bonus GridEdge Ocean (M) 1152 /1C,Mainland,22521,1152,19.55,Moderate
FOR SALE CHEAP ROUTE 12 PROTECTED 4656m 1598 Prim,Mainland,22815,4656,4.9,Moderate
=M= 2x Protected Navigable Seafront - Rent L$945 …,Mainland,22987,4096,5.61,Moderate
UNBLOCKABLE Sunset + PROTECTED Sailable Waterway,Mainland,22990,2048,11.23,Moderate
* Shermerville NW Suite 10 (M) 175 Prims Lease L$…,Mainland,22995,512,44.91,Moderate
Protected Waterfront on Atoll Continent,Mainland,22999,2048,11.23,Moderate
Protected Waterfront - Deep Water,Mainland,23000,3328,6.91,Moderate
"LAND FOR SALE:  5952SQm @ 23,800$L (4$L-SqM)",Mainland,23800,5952,4.0,Moderate
2048 Protected Unblockable Ocean Sailing Waterfro…,Mainland,23995,2048,11.72,Moderate
"For Sale 25,000L  1024 351 prims",Mainland,24000,1024,23.44,Moderate
"Protected Sailing, Navigational",Mainland,24000,1648,14.56,Moderate
"Mountaintop Winter Resort, Bookshop, Restaurant a…",Mainland,24000,12592,1.91,Moderate
"Edgerley (47, 6, 33)",Mainland,24000,1440,16.67,Moderate
LAND FOR SALE:  4$L SQM,Mainland,24000,6000,4.0,Moderate
Second Hand Love Thrift Shop,Mainland,24000,1024,23.44,Moderate
PROTECTED 2X  ROAD+WATER BOAT SLIP SUNSET VIEW LO…,Mainland,24108,1024,23.54,Moderate
2x protected  road+ waterfront  sunset view lot#4,Mainland,24108,1024,23.54,Moderate
2x protected  road+ waterfront  sunset view lot#1,Mainland,24108,1024,23.54,Moderate
~~ 1x Protected Navigable Ocean View - Available …,Mainland,24111,2560,9.42,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,24495,1024,23.92,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,24495,1024,23.92,Moderate
8192 [M] Tropical Waterfront LUXURY RENTALS www.p…,Mainland,24498,8192,2.99,Moderate
Protected Oceanfront for Sale - Blake Sea Access,Mainland,24500,1024,23.93,Moderate
Protected Ocean View For SALE,Mainland,24500,1024,23.93,Moderate
- Spacious Family-Friendly Home,Mainland,24500,4096,5.98,Moderate
Crossroad - 1536m - 527 prim - L$399/wk,Mainland,24869,1536,16.19,Moderate
Bonus Ocean Sunrise GridEdge (M)~LIFE Properties …,Mainland,24895,1104,22.55,Moderate
=M= 1x Protected Navigable Waterway - Rent L$925 …,Mainland,24931,4096,6.09,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,24945,1024,24.36,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,24945,1024,24.36,Moderate
Extra Prim or Small Sailing Parcel - Blake Sea Sa…,Mainland,24995,512,48.82,Moderate
Kiyori Estates - EMPTY LAND FOR SALE,Mainland,24995,2048,12.2,Moderate
3072 Protected Unblockable Ocean Waterfront Saili…,Mainland,24995,3072,8.14,Moderate
La Mer Privee  2048 sqm  for SALE for $24999 or R…,Mainland,24999,2048,12.21,Moderate
"Vinula (234,118) Moderate 2048m",Mainland,24999,2048,12.21,Moderate
No Lag Quiet Land for Sale - 2752m  - 944 Prims,Mainland,24999,2752,9.08,Moderate
The Courtyard - Mainland for Sale,Mainland,25000,6128,4.08,Moderate
2025-07-01 : AbaLilly Nightwish,Mainland,25000,2816,8.88,Moderate
Bliss,Mainland,25000,512,48.83,Moderate
Protected Beach Frontage - $25000L - 4096sqm - 14…,Mainland,25000,4096,6.1,Moderate
Flat Protected Roadside Parcel - 2560sqm parcel f…,Mainland,25000,2560,9.77,Moderate
FOR SALE,Mainland,25000,512,48.83,Moderate
FOR SALE,Mainland,25000,17408,1.44,Moderate
Luxury Pillow International,Mainland,25000,8192,3.05,Moderate
Salsedine,Mainland,25000,1024,24.41,Moderate
Unnamed Parcel,Mainland,25000,2048,12.21,Moderate
Kartik's Home,Mainland,25000,1024,24.41,Moderate
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~…,Mainland,25000,2048,12.21,Moderate
Calming Cove - a beautiful location  (make an off…,Mainland,25000,1120,22.32,Moderate
FOR SALE BARNEY BAY 2032m 697p Protected ocean fo…,Mainland,25000,2032,12.3,Moderate
"FOR SALE - 25,000L",Mainland,25000,10096,2.48,Moderate
- Protected Roadside Store,Mainland,25000,2048,12.21,Moderate
PROTECTED ISLAND 4096,Mainland,25000,4096,6.1,Moderate
"GREAT PRICE, PROTECTED 2048 SAILABLE",Mainland,25000,2048,12.21,Moderate
"Archan MMI #32.224 ~4096m, 1406 prims, L$844/wk~R…",Mainland,25000,4096,6.1,Moderate
LOT FOR SALE - 4160m2 with 1428 Prim,Mainland,25000,4160,6.01,Moderate
Lot 3,Mainland,25000,2784,8.98,Moderate
"Morabulus (144,208) Moderate 1856m",Mainland,25000,1856,13.47,Moderate
Water Island,Mainland,25000,1024,24.41,Moderate
The Purrfect Place,Mainland,25000,2048,12.21,Moderate
Mr Questi,Mainland,25000,1648,15.17,Moderate
x4 PROTECTED WATERS,Mainland,25000,3072,8.14,Moderate
"GREAT PRICE, PROTECTED SAILABLE 2048 LOT",Mainland,25000,2048,12.21,Moderate
"Sports Bar - FOR SALE 25,000L",Mainland,25000,9568,2.61,Moderate
CAPUTXETA VERMELLA - Parc - Nord - 3168 sqm,Mainland,25000,3168,7.89,Moderate
S4,Mainland,25000,10128,2.47,Moderate
PROTECTED GRASS LOT FOR SALE,Mainland,25000,4096,6.1,Moderate
PROTECTED SAILABLE 1024,Mainland,25000,1024,24.41,Moderate
Protected Riverfront for Sale,Mainland,25000,4096,6.1,Moderate
Lot 1,Mainland,25000,2304,10.85,Moderate
For Sale by Owner,Mainland,25000,5056,4.94,Moderate
SUNSET PROTECTED 1024,Mainland,25000,1024,24.41,Moderate
DEVILAND Group - West,Mainland,25000,512,48.83,Moderate
Legend Second Place,Mainland,25000,1024,24.41,Moderate
QUIET COVE  for sale,Mainland,25000,2048,12.21,Moderate
Protected Oceanfront - Linden Memorial Park,Mainland,25000,2048,12.21,Moderate
2048m Protected Waterfront - Unblockable Sailing …,Mainland,25000,2048,12.21,Moderate
DISCOUNTED !PROTECTED WATER FRONT SAIL BLAKE AND …,Mainland,25000,1024,24.41,Moderate
Borth Island - Luxury Waterfront Estate (7536m),Mainland,25000,7536,3.32,Moderate
"*** FOR SALE L$ 25,000 ***",Mainland,25000,5344,4.68,Moderate
Protected Riverside for Sale,Mainland,25000,1936,12.91,Moderate
MEDO ART STORE,Mainland,25000,5632,4.44,Moderate
Swimming Hole - ALL WELCOME - Rental- Whats Left …,Mainland,25000,1152,21.7,Moderate
2048m Protected Waterfront - Unblockable Sailing …,Mainland,25000,2048,12.21,Moderate
BEACHFUL BEACHFRONT 8192,Mainland,25000,8192,3.05,Moderate
BEAUTIFUL PROTECTED TROPICAL LOT,Mainland,25000,2048,12.21,Moderate
"Namcha MMI #90.32 ~5056m, 1735 prims, L$1041/week…",Mainland,25000,5056,4.94,Moderate
Atlantis Beach,Mainland,25000,2048,12.21,Moderate
[PHOTOGENIC],Mainland,25000,2048,12.21,Moderate
Great Coastal Roadside (M)~LIFE Properties 4096 /…,Mainland,25190,4096,6.15,Moderate
For Sale!,Mainland,25200,8384,3.01,Moderate
Satori Route 8 Roadside for SALE!,Mainland,25500,5632,4.53,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,25600,1024,25.0,Moderate
OWLands.com :: RENT 512sqm 174L/w 175prims,Mainland,25600,512,50.0,Moderate
BEAUTIFUL UNBLOCKABLE BEACH (M)  1024 /1,Mainland,25651,1024,25.05,Moderate
"SAILABLE 8192 PROTECTED,",Mainland,25999,8192,3.17,Moderate
~~ 1x Protected Sailable Seafront - Available for…,Mainland,26651,2048,13.01,Moderate
~~ 1x Protected Sailable Seafront - Available for…,Mainland,26651,2048,13.01,Moderate
Casaenia's Canal Estate ~ FOR SALE,Mainland,26880,5376,5.0,Moderate
Jigsaw Haven,Mainland,26889,1024,26.26,Moderate
4Sale - Flat elevated land,Mainland,26960,5504,4.9,Moderate
For Sale Rare Protected View -  Aurora Borealis V…,Mainland,27000,4096,6.59,Moderate
Rent or Sale - Hammerhenge - Landscaped Parcel & …,Mainland,27000,6144,4.39,Moderate
RARE PROTECTED ROAD AND UNBLOCKABLE VIEW,Mainland,27777,2048,13.56,Moderate
~~ 1x Protected Sailable Seafront - Available for…,Mainland,27799,4096,6.79,Moderate
FOR SALE PROTECTED OCEANFRONT SAILING 4096 m2,Mainland,27800,4096,6.79,Moderate
FOR SALE PROTECTED OCEANFRONT SAILING 4096 m2,Mainland,27800,4096,6.79,Moderate
"La Maison sur la Colline - Buy L$27,950 - Rent L$…",Mainland,27950,5648,4.95,Moderate
1024sqm Sailable Protected,Mainland,28000,1024,27.34,Moderate
Gabara Island - to sell,Mainland,28000,5952,4.7,Moderate
"Sekmet MMI #64.32 ~8192m, 2812 prims, L$1688/wk~ …",Mainland,28000,8192,3.42,Moderate
- Large Store / Office  Skybox,Mainland,28950,4096,7.07,Moderate
~~ 1x Protected Sailable Seafront - Available for…,Mainland,28991,2048,14.16,Moderate
Protected Ocean Front - 1024m 351p Rent 350wk,Mainland,28998,1024,28.32,Moderate
"Protected x1 Waterfront, Sailing, 2048 SQM; 32x64…",Mainland,29000,2048,14.16,Moderate
Riverside Estates,Mainland,29000,15232,1.9,Moderate
Unblockable Sailable Waterfront,Mainland,29000,2048,14.16,Moderate
"Protected x1 Waterfront, Sailing, 2048 SQM; 32x64…",Mainland,29000,2048,14.16,Moderate
"Protected x1 Waterfront, Sailing, 2048 SQM; 32x64…",Mainland,29000,2048,14.16,Moderate
2048m - 703 prim - L$499/wk,Mainland,29869,2048,14.58,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,29945,1024,29.24,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,29945,1024,29.24,Moderate
BELLA GACHA MARKET - Redmoons's,Mainland,29990,2400,12.5,Moderate
Rent OR Sale: 100% PROTECTED UNBLOCKABLE Seaview …,Mainland,29990,1840,16.3,Moderate
32x48 PROTECTED & UNBLOCKABLE OPEN OCEANFRONT,Mainland,29990,2048,14.64,Moderate
* West Haven Suite 8 (M) 175 Prims Rent L$125/Wk *,Mainland,29995,512,58.58,Moderate
* Shermerville NW 14 (M) 175 Prims Rent L$125/wk *,Mainland,29995,512,58.58,Moderate
Wicked Estates - Sunset Ocean View - Sailable to …,Mainland,29995,5120,5.86,Moderate
* Blake Sailable Lamashtu N5B (M) 351 Li Rent $1 …,Mainland,29995,1024,29.29,Moderate
* West Haven Suite 20 (M) 175 Prims Lease L$125/W…,Mainland,29995,512,58.58,Moderate
* Shermerville NW 2 Corner (M) 175 Prims Lease L$…,Mainland,29995,512,58.58,Moderate
* Blake Sailable Lamashtu N5A (M) 351 Li Rent $1 …,Mainland,29995,1024,29.29,Moderate
~~~2048 Protected Unblockable Sailing Ocean Mainl…,Mainland,29995,2048,14.65,Moderate
PROTECTED SAILABLE BEACH - SUNSET,Mainland,29999,2048,14.65,Moderate
SUNSET PROTECTED WATER 2048,Mainland,29999,2048,14.65,Moderate
"For sale: protected waterfront, 2048 sqm, sailable",Mainland,29999,2048,14.65,Moderate
protected ocean mainland 1024sm water or land,Mainland,29999,1024,29.3,Moderate
For Sale Protected Waterfront in SnowyLand,Mainland,29999,2048,14.65,Moderate
Marina Royale  4416 sqm,Mainland,29999,4416,6.79,Moderate
"Protected Roadside, 1024 sqm, 351 prims, rare str…",Mainland,29999,6400,4.69,Moderate
2025-11-26 : MichaelPatton Resident,Mainland,29999,3072,9.77,Moderate
Protected Waterfront - Sunrise View - Sailable - …,Mainland,29999,2048,14.65,Moderate
Rancho,Mainland,30000,1024,29.3,Moderate
Unnamed Parcel,Mainland,30000,1232,24.35,Moderate
Marina,Mainland,30000,4992,6.01,Moderate
"Xanth (240,72) Moderate 512m",Mainland,30000,512,58.59,Moderate
LOT FOR SALE - 1520m2 Unobstructed Ocean View,Mainland,30000,1520,19.74,Moderate
__________________  Jess Lands  _________________…,Mainland,30000,1024,29.3,Moderate
"Cabera MMI #48.112 ~9216m, 3164 prims, L$1899/wk~…",Mainland,30000,9216,3.26,Moderate
Dream Cove,Mainland,30000,1024,29.3,Moderate
PROTECTED WATERFRONT CORNER 2048,Mainland,30000,2048,14.65,Moderate
Unnamed Parcel,Mainland,30000,1216,24.67,Moderate
Lot 2,Mainland,30000,3840,7.81,Moderate
Aogashima - Protected Waterfront - 512sqm FOR SALE,Mainland,30000,512,58.59,Moderate
LURE,Mainland,30000,1024,29.3,Moderate
FOR SALE,Mainland,30000,2048,14.65,Moderate
"Catocala (154,206) Moderate 2048m",Mainland,30000,2048,14.65,Moderate
"Lill Burn Valley (52,238) Moderate 1024m",Mainland,30000,1024,29.3,Moderate
HILLTOP WITH BEACH 2048,Mainland,30000,2048,14.65,Moderate
LOVELY BEACH FRONT FOR SALE,Mainland,30000,2048,14.65,Moderate
FOR SALE,Mainland,30000,2048,14.65,Moderate
Roadside for sale,Mainland,30000,3072,9.77,Moderate
FOR RENT SEAHORSE BEACH 2048m 703p SAIL TO BAY CI…,Mainland,30000,2048,14.65,Moderate
HOME SWEET HOME FOR SALE,Mainland,30000,2048,14.65,Moderate
Protected Seaview Navigable 350L / week,Mainland,30000,2048,14.65,Moderate
Courageous Spirit For Sale 1024msq 30k  351 prim,Mainland,30000,1024,29.3,Moderate
The Silver's Home,Mainland,30000,1056,28.41,Moderate
2025-07-22  AbaLilly.Nightwish,Mainland,30000,2688,11.16,Moderate
OLMD,Mainland,30000,1024,29.3,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,30720,1024,30.0,Moderate
"Protected Sea Navigable, Water,Sailable 8192m - H…",Mainland,31000,8192,3.78,Moderate
~~ 1x Protected Ocean View Grid Edge - Available …,Mainland,31111,4096,7.6,Moderate
~~ 1x Protected Navigable Ocean View  - Available…,Mainland,31111,4096,7.6,Moderate
~~ 1x Protected Sailable Seafront  - Available fo…,Mainland,31111,4096,7.6,Moderate
=M= 4x Protected Boardwalks - Rent L$850 Week ==,Mainland,31111,3648,8.53,Moderate
* MarkLand * 3728 sqm Protected Water Land for SA…,Mainland,31499,3728,8.45,Moderate
Sunset Bonus Snow GridEdge Beach (M)~LIFE Propert…,Mainland,31525,2512,12.55,Moderate
For Sale 2048 Unblockable OceanView,Mainland,32000,2048,15.63,Moderate
PROTECTED SAILABLE WATER,Mainland,32000,4096,7.81,Moderate
Orellian rental office ~ $99L+ apartment High ris…,Mainland,32000,8448,3.79,Moderate
For Rent/Sale protected near infohub +sailable wa…,Mainland,32000,512,62.5,Moderate
For Rent/Sale protected near infohub +sailable wa…,Mainland,32000,512,62.5,Moderate
~~~~~FORSALE $25 L per sqm,Mainland,32000,640,50.0,Moderate
Protected New Roadside,Mainland,32000,4096,7.81,Moderate
Road & Sea access!  Mavericks North Edge - 1644 m2,Mainland,32284,1664,19.4,Moderate
__________________  Jess Lands  __________________,Mainland,32500,2048,15.87,Moderate
Jess Lands,Mainland,32500,2048,15.87,Moderate
~~~4096 Protected Unblockable Sailing Ocean Water…,Mainland,32995,4096,8.06,Moderate
MarkLand 6528 sqm Roadside Land for SALE or Rent …,Mainland,32999,6528,5.05,Moderate
Land price reduced,Mainland,33000,1024,32.23,Moderate
parcel 4,Mainland,33000,1536,21.48,Moderate
Ocean View Sunset,Mainland,33000,2048,16.11,Moderate
4Sale - unblockable sea view on SIM edge,Mainland,33200,3328,9.98,Moderate
Mainland roadside land for sale!!!!,Mainland,33264,11088,3.0,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 350L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
OWLands.com :: RENT 1024sqm 240L/w 351prims,Mainland,33280,1024,32.5,Moderate
...,Mainland,33525,1024,32.74,Moderate
OWLands.com :: RENT 1120sqm 263L/w 384prims,Mainland,33600,1120,30.0,Moderate
"Sail on 1000s of SIMs, Protected Waterfront, 4096…",Mainland,33750,4096,8.24,Moderate
Bonus Coastal Roadside (M)~LIFE Properties  9008 …,Mainland,33779,9008,3.75,Moderate
Keswick Creek,Mainland,34000,5488,6.2,Moderate
White Sands Beach - Sunrise Ocean View - Palms - …,Mainland,34000,2048,16.6,Moderate
LOT#A3,Mainland,34108,912,37.4,Moderate
For Sale,Mainland,34320,3120,11.0,Moderate
12288 m  Roadside Property For Sale  - Only 2.8 p…,Mainland,34406,12288,2.8,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected Waterfront for SALE! 1024 sqm 351 prims…,Mainland,34495,1024,33.69,Moderate
Protected waterfront for SALE!! 1024 sqm 351 prim…,Mainland,34495,1024,33.69,Moderate
__________________  Jess Lands  _________________…,Mainland,34500,4096,8.42,Moderate
NADA NOS DETENDRA AHORA,Mainland,34500,2048,16.85,Moderate
FOR SALE - No Vanilla Beach AirBnB Rental,Mainland,34560,6912,5.0,Moderate
Liam's Rest *FOR SALE* Protected Waterfront 2048m,Mainland,34745,2048,16.97,Moderate
Spillway's L1,Mainland,34950,2048,17.07,Moderate
* West Haven Suite 9 (M) 175 Prims Rent L$125/Wk *,Mainland,34995,512,68.35,Moderate
3x protected - Shermerville NW,Mainland,34995,512,68.35,Moderate
* Shermerville NW 9 Corner (M) 175 Prims Rent L$1…,Mainland,34995,512,68.35,Moderate
* West Haven Suite 21 (M) 175 Prims Rent L$125/Wk…,Mainland,34995,512,68.35,Moderate
3x protected - Shermerville NW,Mainland,34995,512,68.35,Moderate
* Shermerville NW Suite 15 (M) 175 Prims Lease L$…,Mainland,34995,512,68.35,Moderate
* West Haven Suite 12 (M) 175 Prims Rent L$125/Wk…,Mainland,34995,512,68.35,Moderate
* West Haven Suite 18 (M) 175 Prims Rent L$175/Wk…,Mainland,34995,512,68.35,Moderate
* Shermerville NW Suite 5 (M) 175 Prims Lease L$1…,Mainland,34995,512,68.35,Moderate
Kiyori Estates - MAINLAND Tuscany RENT OR BUY,Mainland,34995,1024,34.17,Moderate
Protected OceanFront Moderate 1024m 351p Isabel -…,Mainland,34998,1024,34.18,Moderate
"For Sale --$34,999",Mainland,34999,944,37.08,Moderate
"Beautifull Sunset, Waterfront",Mainland,34999,2048,17.09,Moderate
Lord Victor Monument,Mainland,35000,512,68.36,Moderate
Unnamed Parcel,Mainland,35000,9216,3.8,Moderate
"Bruja MMW #226.42 ~No Sail~5040m, 1730 p, L$1038/…",Mainland,35000,5040,6.94,Moderate
Muchluck Island,Mainland,35000,512,68.36,Moderate
HELADIDO,Mainland,35000,4096,8.54,Moderate
Welby's Waterway,Mainland,35000,3408,10.27,Moderate
Beautiful escape,Mainland,35000,14176,2.47,Moderate
FOR SALE,Mainland,35000,2048,17.09,Moderate
Land,Mainland,35000,512,68.36,Moderate
* BEAUTIFUL PROTECTED WATERFRONT ~ 3056m ~ 1049 P…,Mainland,35000,3056,11.45,Moderate
2x Protected Waterfront for Sale or Rent,Mainland,35000,3360,10.42,Moderate
"Bruja MMW #166.42~No Sail~5040m, 1730 p, L$1038/w…",Mainland,35000,5040,6.94,Moderate
__________________  Jess Lands  _________________…,Mainland,35000,1024,34.18,Moderate
Capriolo,Mainland,35000,2048,17.09,Moderate
ROADSIDE AND WATER BORDER,Mainland,35000,1568,22.32,Moderate
Sale,Mainland,35000,4064,8.61,Moderate
Unnamed Parcel,Mainland,35000,1024,34.18,Moderate
Unnamed Parcel,Mainland,35000,1024,34.18,Moderate
Capriolo,Mainland,35000,2048,17.09,Moderate
FOR SALE,Mainland,35000,2048,17.09,Moderate
"Bruja MMW #100.42~No Sail~6048m, 2076 p, L$1246/w…",Mainland,35000,6048,5.79,Moderate
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~…,Mainland,35000,1024,34.18,Moderate
For Sale,Mainland,35000,3712,9.43,Moderate
1/4 Sim Water /  Hill for SALE,Mainland,35000,16384,2.14,Moderate
OZ Land,Mainland,35000,4352,8.04,Moderate
:: :: :: :: www.OWLands.com :: :: :: ::,Mainland,35840,1024,35.0,Moderate
All Water Prim 1024m 2022 April > Sell 2025,Mainland,36000,1024,35.16,Moderate
Jikan's Beach Home,Mainland,36352,2048,17.75,Moderate
OWLands.com :: RENT 1120sqm 263L/w 384prims,Mainland,36400,1120,32.5,Moderate
Protected 2 x Water,Mainland,37000,1024,36.13,Moderate
To sell,Mainland,37000,37376,0.99,Moderate
Beach for sale,Mainland,37000,2048,18.07,Moderate
Wisteria Lane Bed and Breakfast by PepperPicaboo,Mainland,37000,6016,6.15,Moderate
Protected  Waterfront For Sale or Rent - 550/wk 7…,Mainland,37500,2048,18.31,Moderate
- Linden Park Frontage * protected,Mainland,37500,1024,36.62,Moderate
Surfers Retreat - FOR SALE!,Mainland,38300,1536,24.93,Moderate
Cheap SAILIABLE/PROTECTED 2048M 703 Prim,Mainland,38300,2048,18.7,Moderate
- Large Penthouse Skybox,Mainland,38500,5120,7.52,Moderate
